patcnty1,dsch_yr,srcsite1,Discharges,AnnotationCode,AnnotationDesc
Mendocino,2023,Transfer from ambulatory surgery,2,,
Mendocino,2023,Transfer from another health care facility,46,,
Mendocino,2023,Transfer from hospice facility,1,,
Mendocino,2023,Transfer from one distinct unit to another,345,,
Merced,2012,Acute Inpatient Hospital Care,1207,,
Merced,2012,Ambulatory Surgery,109,,
Merced,2012,Home,18694,,
Merced,2012,Invalid,1,,
Merced,2012,Newborn (born in admitting hospital),4235,,
Merced,2012,Other,437,,
Merced,2012,Other Inpatient Hospital Care,111,,
Merced,2012,Prison/Jail,39,,
Merced,2012,Residential Care Facility,145,,
Merced,2012,Skilled Nursing/Intermediate Care,671,,
Merced,2013,Acute Inpatient Hospital Care,1062,,
Merced,2013,Ambulatory Surgery,59,,
Merced,2013,Home,18474,,
Merced,2013,Newborn (born in admitting hospital),3680,,
Merced,2013,Other,420,,
Merced,2013,Other Inpatient Hospital Care,88,,
Merced,2013,Prison/Jail,35,,
Merced,2013,Residential Care Facility,111,,
Merced,2013,Skilled Nursing/Intermediate Care,504,,
Merced,2014,Acute Inpatient Hospital Care,1217,,
Merced,2014,Ambulatory Surgery,58,,
Merced,2014,Home,17983,,
Merced,2014,Invalid,2,,
Merced,2014,Newborn (born in admitting hospital),3456,,
Merced,2014,Other,614,,
Merced,2014,Other Inpatient Hospital Care,113,,
Merced,2014,Prison/Jail,34,,
Merced,2014,Residential Care Facility,99,,
Merced,2014,Skilled Nursing/Intermediate Care,462,,
Merced,2015,Acute Inpatient Hospital Care,1245,,
Merced,2015,Ambulatory Surgery,70,,
Merced,2015,Home,20239,,
Merced,2015,Invalid,1,,
Merced,2015,Newborn (born in admitting hospital),4056,,
Merced,2015,Other,765,,
Merced,2015,Other Inpatient Hospital Care,119,,
Merced,2015,Prison/Jail,37,,
Merced,2015,Residential Care Facility,65,,
Merced,2015,Skilled Nursing/Intermediate Care,350,,
Merced,2016,Acute Inpatient Hospital Care,1335,,
Merced,2016,Ambulatory Surgery,90,,
Merced,2016,Home,21356,,
Merced,2016,Invalid,1,,
Merced,2016,Newborn (born in admitting hospital),4058,,
Merced,2016,Other,697,,
Merced,2016,Other Inpatient Hospital Care,132,,
Merced,2016,Prison/Jail,27,,
Merced,2016,Residential Care Facility,54,,
Merced,2016,Skilled Nursing/Intermediate Care,293,,
Merced,2017,Clinic or physicians' office,2460,,
Merced,2017,Court/Law Enforcement,23,,
Merced,2017,Information not available/Unknown,13,,
Merced,2017,Newborn (born in admitting hospital),4120,,
Merced,2017,Newborn (born outside of hospital),4,,
Merced,2017,"Newborn, Illogical Point of Origin",2,,
Merced,2017,Non-health care facility,19381,,
Merced,2017,SNF/ICF/ALF,372,,
Merced,2017,Transfer from a different hospital,2594,,
Merced,2017,Transfer from ambulatory surgery,17,,
Merced,2017,Transfer from another health care facility,488,,
Merced,2017,Transfer from hospice facility,5,,
Merced,2017,Transfer from one distinct unit to another,49,,
Merced,2018,Clinic or physicians' office,2648,,
Merced,2018,Court/Law Enforcement,44,,
Merced,2018,Information not available/Unknown,11,,
Merced,2018,Newborn (born in admitting hospital),3789,,
Merced,2018,Newborn (born outside of hospital),14,,
Merced,2018,"Newborn, Illogical Point of Origin",4,,
Merced,2018,Non-health care facility,19001,,
Merced,2018,SNF/ICF/ALF,443,,
Merced,2018,Transfer from a different hospital,2745,,
Merced,2018,Transfer from ambulatory surgery,15,,
Merced,2018,Transfer from another health care facility,501,,
Merced,2018,Transfer from hospice facility,7,,
Merced,2018,Transfer from one distinct unit to another,51,,
Merced,2019,Clinic or physicians' office,3504,,
Merced,2019,Court/Law Enforcement,35,,
Merced,2019,Information not available/Unknown,3,,
Merced,2019,Newborn (born in admitting hospital),3769,,
Merced,2019,Newborn (born outside of hospital),3,,
Merced,2019,"Newborn, Illogical Point of Origin",4,,
Merced,2019,Non-health care facility,17072,,
Merced,2019,SNF/ICF/ALF,336,,
Merced,2019,Transfer from a different hospital,3047,,
Merced,2019,Transfer from ambulatory surgery,20,,
Merced,2019,Transfer from another health care facility,410,,
Merced,2019,Transfer from one distinct unit to another,42,,
Merced,2020,Clinic or physicians' office,2855,,
Merced,2020,Court/Law Enforcement,23,,
Merced,2020,Information not available/Unknown,8,,
Merced,2020,Newborn (born in admitting hospital),3678,,
Merced,2020,Newborn (born outside of hospital),5,,
Merced,2020,"Newborn, Illogical Point of Origin",3,,
Merced,2020,Non-health care facility,16065,,
Merced,2020,SNF/ICF/ALF,223,,
Merced,2020,Transfer from a different hospital,2597,,
Merced,2020,Transfer from ambulatory surgery,15,,
Merced,2020,Transfer from another health care facility,337,,
Merced,2020,Transfer from hospice facility,1,,
Merced,2020,Transfer from one distinct unit to another,33,,
Merced,2021,Clinic or physicians' office,2651,,
Merced,2021,Court/Law Enforcement,18,,
Merced,2021,Information not available/Unknown,11,,
Merced,2021,Newborn (born in admitting hospital),3809,,
Merced,2021,Newborn (born outside of hospital),9,,
Merced,2021,"Newborn, Illogical Point of Origin",6,,
Merced,2021,Non-health care facility,17595,,
Merced,2021,SNF/ICF/ALF,155,,
Merced,2021,Transfer from a different hospital,2781,,
Merced,2021,Transfer from ambulatory surgery,8,,
Merced,2021,Transfer from another health care facility,221,,
Merced,2021,Transfer from hospice facility,4,,
Merced,2021,Transfer from one distinct unit to another,49,,
Merced,2022,Clinic or physicians' office,1962,,
Merced,2022,Court/Law Enforcement,21,,
Merced,2022,Designated Disaster Alternative Care Site,1,,
Merced,2022,Information not available/Unknown,135,,
Merced,2022,Newborn (born in admitting hospital),3786,,
Merced,2022,Newborn (born outside of hospital),7,,
Merced,2022,"Newborn, Illogical Point of Origin",2,,
Merced,2022,Non-health care facility,17839,,
Merced,2022,SNF/ICF/ALF,180,,
Merced,2022,Transfer from a different hospital,2930,,
Merced,2022,Transfer from ambulatory surgery,5,,
Merced,2022,Transfer from another health care facility,174,,
Merced,2022,Transfer from hospice facility,5,,
Merced,2022,Transfer from one distinct unit to another,71,,
Merced,2023,Clinic or physicians' office,2067,,
Merced,2023,Court/Law Enforcement,34,,
Merced,2023,Information not available/Unknown,66,,
Merced,2023,Newborn (born in admitting hospital),3622,,
Merced,2023,Newborn (born outside of hospital),3,,
Merced,2023,"Newborn, Illogical Point of Origin",2,,
Merced,2023,Non-health care facility,17496,,
Merced,2023,SNF/ICF/ALF,245,,
Merced,2023,Transfer from a different hospital,3171,,
Merced,2023,Transfer from ambulatory surgery,8,,
Merced,2023,Transfer from another health care facility,316,,
Merced,2023,Transfer from hospice facility,4,,
Merced,2023,Transfer from one distinct unit to another,61,,
Modoc,2012,Acute Inpatient Hospital Care,117,,
Modoc,2012,Ambulatory Surgery,2,,
Modoc,2012,Home,503,,
Modoc,2012,Newborn (born in admitting hospital),27,,
Modoc,2012,Other,62,,
Modoc,2012,Other Inpatient Hospital Care,4,,
Modoc,2012,Prison/Jail,1,,
Modoc,2012,Residential Care Facility,1,,
Modoc,2012,Skilled Nursing/Intermediate Care,27,,
Modoc,2013,Acute Inpatient Hospital Care,102,,
Modoc,2013,Ambulatory Surgery,2,,
Modoc,2013,Home,461,,
Modoc,2013,Newborn (born in admitting hospital),26,,
Modoc,2013,Other,34,,
Modoc,2013,Other Inpatient Hospital Care,1,,
Modoc,2013,Prison/Jail,1,,
Modoc,2013,Skilled Nursing/Intermediate Care,17,,
Modoc,2014,Acute Inpatient Hospital Care,88,,
Modoc,2014,Ambulatory Surgery,1,,
Modoc,2014,Home,380,,
Modoc,2014,Newborn (born in admitting hospital),29,,
Modoc,2014,Other,63,,
Modoc,2014,Other Inpatient Hospital Care,2,,
Modoc,2014,Residential Care Facility,2,,
Modoc,2014,Skilled Nursing/Intermediate Care,21,,
Modoc,2015,Acute Inpatient Hospital Care,92,,
Modoc,2015,Ambulatory Surgery,1,,
Modoc,2015,Home,460,,
Modoc,2015,Newborn (born in admitting hospital),23,,
Modoc,2015,Other,66,,
Modoc,2015,Other Inpatient Hospital Care,1,,
Modoc,2015,Residential Care Facility,3,,
Modoc,2015,Skilled Nursing/Intermediate Care,15,,
Modoc,2016,Acute Inpatient Hospital Care,86,,
Modoc,2016,Ambulatory Surgery,1,,
Modoc,2016,Home,439,,
Modoc,2016,Newborn (born in admitting hospital),33,,
Modoc,2016,Other,56,,
Modoc,2016,Other Inpatient Hospital Care,4,,
Modoc,2016,Skilled Nursing/Intermediate Care,12,,
Modoc,2017,Clinic or physicians' office,39,,
Modoc,2017,Newborn (born in admitting hospital),27,,
Modoc,2017,Non-health care facility,340,,
Modoc,2017,SNF/ICF/ALF,7,,
Modoc,2017,Transfer from a different hospital,124,,
Modoc,2017,Transfer from another health care facility,5,,
Modoc,2017,Transfer from one distinct unit to another,53,,
Modoc,2018,Clinic or physicians' office,36,,
Modoc,2018,Newborn (born in admitting hospital),34,,
Modoc,2018,Non-health care facility,350,,
Modoc,2018,SNF/ICF/ALF,7,,
Modoc,2018,Transfer from a different hospital,138,,
Modoc,2018,Transfer from ambulatory surgery,1,,
Modoc,2018,Transfer from another health care facility,7,,
Modoc,2018,Transfer from one distinct unit to another,42,,
Modoc,2019,Clinic or physicians' office,52,,
Modoc,2019,Information not available/Unknown,2,,
Modoc,2019,Newborn (born in admitting hospital),28,,
Modoc,2019,"Newborn, Illogical Point of Origin",1,,
Modoc,2019,Non-health care facility,399,,
Modoc,2019,SNF/ICF/ALF,11,,
Modoc,2019,Transfer from a different hospital,116,,
Modoc,2019,Transfer from another health care facility,5,,
Modoc,2019,Transfer from one distinct unit to another,42,,
Modoc,2020,Clinic or physicians' office,58,,
Modoc,2020,Information not available/Unknown,1,,
Modoc,2020,Newborn (born in admitting hospital),15,,
Modoc,2020,Non-health care facility,315,,
Modoc,2020,SNF/ICF/ALF,3,,
Modoc,2020,Transfer from a different hospital,140,,
Modoc,2020,Transfer from ambulatory surgery,2,,
Modoc,2020,Transfer from another health care facility,4,,
Modoc,2020,Transfer from one distinct unit to another,46,,
Modoc,2021,Clinic or physicians' office,54,,
Modoc,2021,Newborn (born in admitting hospital),20,,
Modoc,2021,Non-health care facility,311,,
Modoc,2021,SNF/ICF/ALF,1,,
Modoc,2021,Transfer from a different hospital,79,,
Modoc,2021,Transfer from ambulatory surgery,1,,
Modoc,2021,Transfer from another health care facility,5,,
Modoc,2021,Transfer from one distinct unit to another,39,,
Modoc,2022,Clinic or physicians' office,91,,
Modoc,2022,Newborn (born in admitting hospital),19,,
Modoc,2022,Newborn (born outside of hospital),,1,Cell suppressed for small numbers
Modoc,2022,Non-health care facility,305,,
Modoc,2022,SNF/ICF/ALF,,2,Cells suppressed for complementary cell
Modoc,2022,Transfer from a different hospital,85,,
Modoc,2022,Transfer from another health care facility,4,,
Modoc,2022,Transfer from one distinct unit to another,52,,
Modoc,2023,Clinic or physicians' office,60,,
Modoc,2023,Court/Law Enforcement,1,,
Modoc,2023,Newborn (born in admitting hospital),23,,
Modoc,2023,Non-health care facility,307,,
Modoc,2023,SNF/ICF/ALF,4,,
Modoc,2023,Transfer from a different hospital,79,,
Modoc,2023,Transfer from another health care facility,4,,
Modoc,2023,Transfer from one distinct unit to another,80,,
Mono,2012,Acute Inpatient Hospital Care,19,,
Mono,2012,Home,474,,
Mono,2012,Newborn (born in admitting hospital),120,,
Mono,2012,Other,5,,
Mono,2012,Other Inpatient Hospital Care,1,,
Mono,2012,Skilled Nursing/Intermediate Care,1,,
Mono,2013,Acute Inpatient Hospital Care,27,,
Mono,2013,Ambulatory Surgery,2,,
Mono,2013,Home,497,,
Mono,2013,Newborn (born in admitting hospital),121,,
Mono,2013,Other,4,,
Mono,2013,Other Inpatient Hospital Care,3,,
Mono,2013,Residential Care Facility,1,,
Mono,2013,Skilled Nursing/Intermediate Care,3,,
Mono,2014,Acute Inpatient Hospital Care,18,,
Mono,2014,Ambulatory Surgery,2,,
Mono,2014,Home,485,,
Mono,2014,Newborn (born in admitting hospital),128,,
Mono,2014,Other,6,,
Mono,2014,Other Inpatient Hospital Care,3,,
Mono,2014,Residential Care Facility,1,,
Mono,2014,Skilled Nursing/Intermediate Care,7,,
Mono,2015,Acute Inpatient Hospital Care,36,,
Mono,2015,Ambulatory Surgery,3,,
Mono,2015,Home,460,,
Mono,2015,Newborn (born in admitting hospital),131,,
Mono,2015,Other,11,,
Mono,2015,Other Inpatient Hospital Care,4,,
Mono,2015,Prison/Jail,1,,
Mono,2015,Residential Care Facility,2,,
Mono,2015,Skilled Nursing/Intermediate Care,3,,
Mono,2016,Acute Inpatient Hospital Care,27,,
Mono,2016,Home,514,,
Mono,2016,Newborn (born in admitting hospital),113,,
Mono,2016,Other,8,,
Mono,2016,Other Inpatient Hospital Care,4,,
Mono,2016,Skilled Nursing/Intermediate Care,9,,
Mono,2017,Clinic or physicians' office,131,,
Mono,2017,Newborn (born in admitting hospital),121,,
Mono,2017,Non-health care facility,309,,
Mono,2017,SNF/ICF/ALF,3,,
Mono,2017,Transfer from a different hospital,52,,
Mono,2017,Transfer from another health care facility,97,,
Mono,2017,Transfer from one distinct unit to another,4,,
Mono,2018,Clinic or physicians' office,95,,
Mono,2018,Newborn (born in admitting hospital),115,,
Mono,2018,"Newborn, Illogical Point of Origin",1,,
Mono,2018,Non-health care facility,443,,
Mono,2018,SNF/ICF/ALF,1,,
Mono,2018,Transfer from a different hospital,35,,
Mono,2018,Transfer from another health care facility,1,,
Mono,2018,Transfer from one distinct unit to another,7,,
Mono,2019,Clinic or physicians' office,59,,
Mono,2019,Newborn (born in admitting hospital),94,,
Mono,2019,"Newborn, Illogical Point of Origin",1,,
Mono,2019,Non-health care facility,519,,
Mono,2019,SNF/ICF/ALF,7,,
Mono,2019,Transfer from a different hospital,30,,
Mono,2019,Transfer from another health care facility,1,,
Mono,2019,Transfer from one distinct unit to another,2,,
Mono,2020,Clinic or physicians' office,39,,
Mono,2020,Court/Law Enforcement,1,,
Mono,2020,Information not available/Unknown,1,,
Mono,2020,Newborn (born in admitting hospital),92,,
Mono,2020,"Newborn, Illogical Point of Origin",3,,
Mono,2020,Non-health care facility,434,,
Mono,2020,SNF/ICF/ALF,2,,
Mono,2020,Transfer from a different hospital,30,,
Mono,2020,Transfer from another health care facility,3,,
Mono,2020,Transfer from one distinct unit to another,3,,
Mono,2021,Clinic or physicians' office,69,,
Mono,2021,Newborn (born in admitting hospital),97,,
Mono,2021,"Newborn, Illogical Point of Origin",,1,Cell suppressed for small numbers
Mono,2021,Non-health care facility,407,,
Mono,2021,SNF/ICF/ALF,2,,
Mono,2021,Transfer from a different hospital,39,,
Mono,2021,Transfer from another health care facility,6,,
Mono,2021,Transfer from one distinct unit to another,,2,Cell suppressed for complementary cell
Mono,2022,Clinic or physicians' office,65,,
Mono,2022,Court/Law Enforcement,1,,
Mono,2022,Information not available/Unknown,,2,Cells suppressed for complementary cell
Mono,2022,Newborn (born in admitting hospital),99,,
Mono,2022,Newborn (born outside of hospital),,1,Cell suppressed for small numbers
Mono,2022,Non-health care facility,383,,
Mono,2022,Transfer from a different hospital,42,,
Mono,2022,Transfer from another health care facility,2,,
Mono,2022,Transfer from one distinct unit to another,1,,
Mono,2023,Clinic or physicians' office,85,,
Mono,2023,Court/Law Enforcement,1,,
Mono,2023,Information not available/Unknown,,2,Cell suppressed for complementary cell
Mono,2023,Newborn (born in admitting hospital),97,,
Mono,2023,Newborn (born outside of hospital),,1,Cell suppressed for small numbers
Mono,2023,Non-health care facility,367,,
Mono,2023,SNF/ICF/ALF,1,,
Mono,2023,Transfer from a different hospital,38,,
Mono,2023,Transfer from another health care facility,3,,
Mono,2023,Transfer from one distinct unit to another,2,,
Monterey,2012,Acute Inpatient Hospital Care,1221,,
Monterey,2012,Ambulatory Surgery,342,,
Monterey,2012,Home,30077,,
Monterey,2012,Newborn (born in admitting hospital),6457,,
Monterey,2012,Other,294,,
Monterey,2012,Other Inpatient Hospital Care,197,,
Monterey,2012,Prison/Jail,473,,
Monterey,2012,Residential Care Facility,98,,
Monterey,2012,Skilled Nursing/Intermediate Care,265,,
Monterey,2013,Acute Inpatient Hospital Care,1309,,
Monterey,2013,Ambulatory Surgery,331,,
Monterey,2013,Home,29975,,
Monterey,2013,Invalid,1,,
Monterey,2013,Newborn (born in admitting hospital),6330,,
Monterey,2013,Other,313,,
Monterey,2013,Other Inpatient Hospital Care,247,,
