patcnty1,dsch_yr,typcare1,Discharges
Sutter,2014,Physical Rehabilitation Care,74
Sutter,2014,Psychiatric Care,380
Sutter,2014,Skilled Nursing/Intermediate Care,31
Sutter,2015,Acute Care,9646
Sutter,2015,Chemical Dependency Recovery Care,2
Sutter,2015,Physical Rehabilitation Care,69
Sutter,2015,Psychiatric Care,371
Sutter,2015,Skilled Nursing/Intermediate Care,52
Sutter,2016,Acute Care,9976
Sutter,2016,Chemical Dependency Recovery Care,7
Sutter,2016,Physical Rehabilitation Care,62
Sutter,2016,Psychiatric Care,415
Sutter,2016,Skilled Nursing/Intermediate Care,38
Sutter,2017,Acute Care,9764
Sutter,2017,Chemical Dependency Recovery Care,3
Sutter,2017,Physical Rehabilitation Care,63
Sutter,2017,Psychiatric Care,458
Sutter,2017,Skilled Nursing/Intermediate Care,37
Sutter,2018,Acute Care,10213
Sutter,2018,Chemical Dependency Recovery Care,5
Sutter,2018,Physical Rehabilitation Care,58
Sutter,2018,Psychiatric Care,511
Sutter,2018,Skilled Nursing/Intermediate Care,42
Sutter,2019,Acute Care,10055
Sutter,2019,Chemical Dependency Recovery Care,1
Sutter,2019,Physical Rehabilitation Care,76
Sutter,2019,Psychiatric Care,501
Sutter,2019,Skilled Nursing/Intermediate Care,20
Sutter,2020,Acute Care,9539
Sutter,2020,Physical Rehabilitation Care,65
Sutter,2020,Psychiatric Care,436
Sutter,2020,Skilled Nursing/Intermediate Care,57
Sutter,2021,Acute Care,10038
Sutter,2021,Chemical Dependency Recovery Care,3
Sutter,2021,Physical Rehabilitation Care,70
Sutter,2021,Psychiatric Care,442
Sutter,2021,Skilled Nursing/Intermediate Care,52
Sutter,2022,Acute Care,9038
Sutter,2022,Chemical Dependency Recovery Care,11
Sutter,2022,Physical Rehabilitation Care,55
Sutter,2022,Psychiatric Care,391
Sutter,2022,Skilled Nursing/Intermediate Care,67
Sutter,2023,Acute Care,9491
Sutter,2023,Chemical Dependency Recovery Care,11
Sutter,2023,Physical Rehabilitation Care,75
Sutter,2023,Psychiatric Care,498
Sutter,2023,Skilled Nursing/Intermediate Care,48
Tehama,2012,Acute Care,6082
Tehama,2012,Chemical Dependency Recovery Care,1
Tehama,2012,Physical Rehabilitation Care,53
Tehama,2012,Psychiatric Care,113
Tehama,2012,Skilled Nursing/Intermediate Care,46
Tehama,2013,Acute Care,5856
Tehama,2013,Physical Rehabilitation Care,40
Tehama,2013,Psychiatric Care,120
Tehama,2013,Skilled Nursing/Intermediate Care,33
Tehama,2014,Acute Care,5908
Tehama,2014,Chemical Dependency Recovery Care,2
Tehama,2014,Physical Rehabilitation Care,40
Tehama,2014,Psychiatric Care,188
Tehama,2014,Skilled Nursing/Intermediate Care,22
Tehama,2015,Acute Care,6027
Tehama,2015,Chemical Dependency Recovery Care,1
Tehama,2015,Physical Rehabilitation Care,36
Tehama,2015,Psychiatric Care,182
Tehama,2015,Skilled Nursing/Intermediate Care,18
Tehama,2016,Acute Care,6199
Tehama,2016,Chemical Dependency Recovery Care,3
Tehama,2016,Physical Rehabilitation Care,50
Tehama,2016,Psychiatric Care,164
Tehama,2016,Skilled Nursing/Intermediate Care,22
Tehama,2017,Acute Care,5904
Tehama,2017,Physical Rehabilitation Care,50
Tehama,2017,Psychiatric Care,173
Tehama,2017,Skilled Nursing/Intermediate Care,26
Tehama,2018,Acute Care,6346
Tehama,2018,Chemical Dependency Recovery Care,2
Tehama,2018,Physical Rehabilitation Care,46
Tehama,2018,Psychiatric Care,154
Tehama,2018,Skilled Nursing/Intermediate Care,26
Tehama,2019,Acute Care,6538
Tehama,2019,Chemical Dependency Recovery Care,1
Tehama,2019,Physical Rehabilitation Care,56
Tehama,2019,Psychiatric Care,193
Tehama,2019,Skilled Nursing/Intermediate Care,34
Tehama,2020,Acute Care,5862
Tehama,2020,Chemical Dependency Recovery Care,1
Tehama,2020,Physical Rehabilitation Care,41
Tehama,2020,Psychiatric Care,153
Tehama,2020,Skilled Nursing/Intermediate Care,36
Tehama,2021,Acute Care,6217
Tehama,2021,Chemical Dependency Recovery Care,2
Tehama,2021,Physical Rehabilitation Care,44
Tehama,2021,Psychiatric Care,184
Tehama,2021,Skilled Nursing/Intermediate Care,48
Tehama,2022,Acute Care,5971
Tehama,2022,Chemical Dependency Recovery Care,3
Tehama,2022,Physical Rehabilitation Care,57
Tehama,2022,Psychiatric Care,128
Tehama,2022,Skilled Nursing/Intermediate Care,48
Tehama,2023,Acute Care,5966
Tehama,2023,Chemical Dependency Recovery Care,3
Tehama,2023,Physical Rehabilitation Care,100
Tehama,2023,Psychiatric Care,166
Tehama,2023,Skilled Nursing/Intermediate Care,48
Trinity,2012,Acute Care,1414
Trinity,2012,Physical Rehabilitation Care,4
Trinity,2012,Psychiatric Care,33
Trinity,2012,Skilled Nursing/Intermediate Care,87
Trinity,2013,Acute Care,1397
Trinity,2013,Chemical Dependency Recovery Care,1
Trinity,2013,Physical Rehabilitation Care,6
Trinity,2013,Psychiatric Care,26
Trinity,2013,Skilled Nursing/Intermediate Care,88
Trinity,2014,Acute Care,1337
Trinity,2014,Physical Rehabilitation Care,4
Trinity,2014,Psychiatric Care,26
Trinity,2014,Skilled Nursing/Intermediate Care,80
Trinity,2015,Acute Care,1393
Trinity,2015,Chemical Dependency Recovery Care,1
Trinity,2015,Physical Rehabilitation Care,4
Trinity,2015,Psychiatric Care,19
Trinity,2015,Skilled Nursing/Intermediate Care,92
Trinity,2016,Acute Care,1343
Trinity,2016,Physical Rehabilitation Care,14
Trinity,2016,Psychiatric Care,14
Trinity,2016,Skilled Nursing/Intermediate Care,99
Trinity,2017,Acute Care,1360
Trinity,2017,Physical Rehabilitation Care,8
Trinity,2017,Psychiatric Care,25
Trinity,2017,Skilled Nursing/Intermediate Care,110
Trinity,2018,Acute Care,1303
Trinity,2018,Physical Rehabilitation Care,5
Trinity,2018,Psychiatric Care,20
Trinity,2018,Skilled Nursing/Intermediate Care,112
Trinity,2019,Acute Care,1191
Trinity,2019,Physical Rehabilitation Care,13
Trinity,2019,Psychiatric Care,9
Trinity,2019,Skilled Nursing/Intermediate Care,103
Trinity,2020,Acute Care,1081
Trinity,2020,Physical Rehabilitation Care,4
Trinity,2020,Psychiatric Care,18
Trinity,2020,Skilled Nursing/Intermediate Care,98
Trinity,2021,Acute Care,1104
Trinity,2021,Physical Rehabilitation Care,8
Trinity,2021,Psychiatric Care,14
Trinity,2021,Skilled Nursing/Intermediate Care,104
Trinity,2022,Acute Care,1083
Trinity,2022,Physical Rehabilitation Care,11
Trinity,2022,Psychiatric Care,12
Trinity,2022,Skilled Nursing/Intermediate Care,97
Trinity,2023,Acute Care,1025
Trinity,2023,Physical Rehabilitation Care,25
Trinity,2023,Psychiatric Care,11
Trinity,2023,Skilled Nursing/Intermediate Care,99
Tulare,2012,Acute Care,46514
Tulare,2012,Chemical Dependency Recovery Care,37
Tulare,2012,Physical Rehabilitation Care,506
Tulare,2012,Psychiatric Care,1309
Tulare,2012,Skilled Nursing/Intermediate Care,429
Tulare,2013,Acute Care,43986
Tulare,2013,Chemical Dependency Recovery Care,16
Tulare,2013,Physical Rehabilitation Care,501
Tulare,2013,Psychiatric Care,1407
Tulare,2013,Skilled Nursing/Intermediate Care,419
Tulare,2014,Acute Care,43924
Tulare,2014,Chemical Dependency Recovery Care,24
Tulare,2014,Physical Rehabilitation Care,640
Tulare,2014,Psychiatric Care,1485
Tulare,2014,Skilled Nursing/Intermediate Care,545
Tulare,2015,Acute Care,44748
Tulare,2015,Chemical Dependency Recovery Care,27
Tulare,2015,Physical Rehabilitation Care,668
Tulare,2015,Psychiatric Care,1264
Tulare,2015,Skilled Nursing/Intermediate Care,525
Tulare,2016,Acute Care,44065
Tulare,2016,Chemical Dependency Recovery Care,31
Tulare,2016,Physical Rehabilitation Care,607
Tulare,2016,Psychiatric Care,1255
Tulare,2016,Skilled Nursing/Intermediate Care,592
Tulare,2017,Acute Care,45159
Tulare,2017,Chemical Dependency Recovery Care,19
Tulare,2017,Invalid/Blank,3
Tulare,2017,Physical Rehabilitation Care,601
Tulare,2017,Psychiatric Care,1398
Tulare,2017,Skilled Nursing/Intermediate Care,578
Tulare,2018,Acute Care,41709
Tulare,2018,Chemical Dependency Recovery Care,15
Tulare,2018,Physical Rehabilitation Care,561
Tulare,2018,Psychiatric Care,1228
Tulare,2018,Skilled Nursing/Intermediate Care,737
Tulare,2019,Acute Care,42268
Tulare,2019,Chemical Dependency Recovery Care,24
Tulare,2019,Invalid/Blank,7
Tulare,2019,Physical Rehabilitation Care,546
Tulare,2019,Psychiatric Care,1445
Tulare,2019,Skilled Nursing/Intermediate Care,725
Tulare,2020,Acute Care,38340
Tulare,2020,Chemical Dependency Recovery Care,24
Tulare,2020,Invalid/Blank,14
Tulare,2020,Physical Rehabilitation Care,460
Tulare,2020,Psychiatric Care,1464
Tulare,2020,Skilled Nursing/Intermediate Care,596
Tulare,2021,Acute Care,41070
Tulare,2021,Chemical Dependency Recovery Care,38
Tulare,2021,Invalid/Blank,1
Tulare,2021,Physical Rehabilitation Care,531
Tulare,2021,Psychiatric Care,1672
Tulare,2021,Skilled Nursing/Intermediate Care,659
Tulare,2022,Acute Care,41292
Tulare,2022,Chemical Dependency Recovery Care,34
Tulare,2022,Invalid/Blank,2
Tulare,2022,Physical Rehabilitation Care,543
Tulare,2022,Psychiatric Care,1496
Tulare,2022,Skilled Nursing/Intermediate Care,633
Tulare,2023,Acute Care,39714
Tulare,2023,Chemical Dependency Recovery Care,22
Tulare,2023,Invalid/Blank,1
Tulare,2023,Physical Rehabilitation Care,612
Tulare,2023,Psychiatric Care,1817
Tulare,2023,Skilled Nursing/Intermediate Care,445
Tuolumne,2012,Acute Care,5894
Tuolumne,2012,Chemical Dependency Recovery Care,4
Tuolumne,2012,Physical Rehabilitation Care,24
Tuolumne,2012,Psychiatric Care,244
Tuolumne,2012,Skilled Nursing/Intermediate Care,247
Tuolumne,2013,Acute Care,5914
Tuolumne,2013,Chemical Dependency Recovery Care,3
Tuolumne,2013,Physical Rehabilitation Care,18
Tuolumne,2013,Psychiatric Care,229
Tuolumne,2013,Skilled Nursing/Intermediate Care,268
Tuolumne,2014,Acute Care,5860
Tuolumne,2014,Chemical Dependency Recovery Care,5
Tuolumne,2014,Physical Rehabilitation Care,19
Tuolumne,2014,Psychiatric Care,200
Tuolumne,2014,Skilled Nursing/Intermediate Care,209
Tuolumne,2015,Acute Care,6007
Tuolumne,2015,Chemical Dependency Recovery Care,6
Tuolumne,2015,Invalid/Blank,12
Tuolumne,2015,Physical Rehabilitation Care,15
Tuolumne,2015,Psychiatric Care,212
Tuolumne,2015,Skilled Nursing/Intermediate Care,194
Tuolumne,2016,Acute Care,5757
Tuolumne,2016,Physical Rehabilitation Care,36
Tuolumne,2016,Psychiatric Care,186
Tuolumne,2016,Skilled Nursing/Intermediate Care,248
Tuolumne,2017,Acute Care,5695
Tuolumne,2017,Chemical Dependency Recovery Care,1
Tuolumne,2017,Physical Rehabilitation Care,73
Tuolumne,2017,Psychiatric Care,182
Tuolumne,2017,Skilled Nursing/Intermediate Care,222
Tuolumne,2018,Acute Care,5325
Tuolumne,2018,Physical Rehabilitation Care,88
Tuolumne,2018,Psychiatric Care,213
Tuolumne,2018,Skilled Nursing/Intermediate Care,154
Tuolumne,2019,Acute Care,5608
Tuolumne,2019,Chemical Dependency Recovery Care,3
Tuolumne,2019,Invalid/Blank,2
Tuolumne,2019,Physical Rehabilitation Care,92
Tuolumne,2019,Psychiatric Care,196
Tuolumne,2019,Skilled Nursing/Intermediate Care,54
Tuolumne,2020,Acute Care,5145
Tuolumne,2020,Chemical Dependency Recovery Care,1
Tuolumne,2020,Physical Rehabilitation Care,127
Tuolumne,2020,Psychiatric Care,196
Tuolumne,2020,Skilled Nursing/Intermediate Care,65
Tuolumne,2021,Acute Care,5309
Tuolumne,2021,Chemical Dependency Recovery Care,2
Tuolumne,2021,Physical Rehabilitation Care,116
Tuolumne,2021,Psychiatric Care,192
Tuolumne,2021,Skilled Nursing/Intermediate Care,40
Tuolumne,2022,Acute Care,5312
Tuolumne,2022,Chemical Dependency Recovery Care,1
Tuolumne,2022,Physical Rehabilitation Care,139
Tuolumne,2022,Psychiatric Care,219
Tuolumne,2022,Skilled Nursing/Intermediate Care,41
Tuolumne,2023,Acute Care,5212
Tuolumne,2023,Chemical Dependency Recovery Care,2
Tuolumne,2023,Physical Rehabilitation Care,204
Tuolumne,2023,Psychiatric Care,244
Tuolumne,2023,Skilled Nursing/Intermediate Care,44
Unknown,2019,Acute Care,951
Unknown,2019,Chemical Dependency Recovery Care,8
Unknown,2019,Physical Rehabilitation Care,16
Unknown,2019,Psychiatric Care,164
Unknown,2019,Skilled Nursing/Intermediate Care,4
Unknown,2020,Acute Care,729
Unknown,2020,Chemical Dependency Recovery Care,9
Unknown,2020,Physical Rehabilitation Care,13
Unknown,2020,Psychiatric Care,215
Unknown,2021,Acute Care,1014
Unknown,2021,Chemical Dependency Recovery Care,9
Unknown,2021,Physical Rehabilitation Care,13
Unknown,2021,Psychiatric Care,260
Unknown,2021,Skilled Nursing/Intermediate Care,13
Unknown,2022,Acute Care,1526
Unknown,2022,Chemical Dependency Recovery Care,5
Unknown,2022,Physical Rehabilitation Care,15
Unknown,2022,Psychiatric Care,207
Unknown,2022,Skilled Nursing/Intermediate Care,3
Unknown,2023,Acute Care,5775
Unknown,2023,Chemical Dependency Recovery Care,7
Unknown,2023,Physical Rehabilitation Care,133
Unknown,2023,Psychiatric Care,262
Unknown,2023,Skilled Nursing/Intermediate Care,5
Ventura,2012,Acute Care,74762
Ventura,2012,Chemical Dependency Recovery Care,99
Ventura,2012,Invalid/Blank,2
Ventura,2012,Physical Rehabilitation Care,694
Ventura,2012,Psychiatric Care,4744
Ventura,2012,Skilled Nursing/Intermediate Care,907
Ventura,2013,Acute Care,72032
Ventura,2013,Chemical Dependency Recovery Care,76
Ventura,2013,Invalid/Blank,85
Ventura,2013,Physical Rehabilitation Care,731
Ventura,2013,Psychiatric Care,4778
Ventura,2013,Skilled Nursing/Intermediate Care,959
Ventura,2014,Acute Care,71133
Ventura,2014,Chemical Dependency Recovery Care,72
Ventura,2014,Invalid/Blank,6
Ventura,2014,Physical Rehabilitation Care,869
Ventura,2014,Psychiatric Care,4764
Ventura,2014,Skilled Nursing/Intermediate Care,867
Ventura,2015,Acute Care,74082
Ventura,2015,Chemical Dependency Recovery Care,81
Ventura,2015,Physical Rehabilitation Care,1055
Ventura,2015,Psychiatric Care,4449
Ventura,2015,Skilled Nursing/Intermediate Care,866
Ventura,2016,Acute Care,73642
Ventura,2016,Chemical Dependency Recovery Care,76
Ventura,2016,Physical Rehabilitation Care,1029
Ventura,2016,Psychiatric Care,4309
Ventura,2016,Skilled Nursing/Intermediate Care,446
Ventura,2017,Acute Care,73988
Ventura,2017,Chemical Dependency Recovery Care,76
Ventura,2017,Physical Rehabilitation Care,1094
Ventura,2017,Psychiatric Care,4197
Ventura,2017,Skilled Nursing/Intermediate Care,388
Ventura,2018,Acute Care,72580
Ventura,2018,Chemical Dependency Recovery Care,68
Ventura,2018,Invalid/Blank,7
Ventura,2018,Physical Rehabilitation Care,1317
Ventura,2018,Psychiatric Care,3661
Ventura,2018,Skilled Nursing/Intermediate Care,434
Ventura,2019,Acute Care,73948
Ventura,2019,Chemical Dependency Recovery Care,59
Ventura,2019,Invalid/Blank,6
Ventura,2019,Physical Rehabilitation Care,1373
Ventura,2019,Psychiatric Care,3999
Ventura,2019,Skilled Nursing/Intermediate Care,425
Ventura,2020,Acute Care,66151
Ventura,2020,Chemical Dependency Recovery Care,96
Ventura,2020,Physical Rehabilitation Care,1430
Ventura,2020,Psychiatric Care,3631
Ventura,2020,Skilled Nursing/Intermediate Care,387
Ventura,2021,Acute Care,69232
Ventura,2021,Chemical Dependency Recovery Care,104
Ventura,2021,Invalid/Blank,1
Ventura,2021,Physical Rehabilitation Care,1470
Ventura,2021,Psychiatric Care,3451
Ventura,2021,Skilled Nursing/Intermediate Care,542
Ventura,2022,Acute Care,70688
Ventura,2022,Chemical Dependency Recovery Care,74
Ventura,2022,Invalid/Blank,2
Ventura,2022,Physical Rehabilitation Care,1478
Ventura,2022,Psychiatric Care,3267
Ventura,2022,Skilled Nursing/Intermediate Care,521
Ventura,2023,Acute Care,70951
Ventura,2023,Chemical Dependency Recovery Care,101
Ventura,2023,Invalid/Blank,63
Ventura,2023,Physical Rehabilitation Care,1465
Ventura,2023,Psychiatric Care,3479
Ventura,2023,Skilled Nursing/Intermediate Care,497
Yolo,2012,Acute Care,14875
Yolo,2012,Chemical Dependency Recovery Care,18
Yolo,2012,Physical Rehabilitation Care,78
Yolo,2012,Psychiatric Care,907
Yolo,2012,Skilled Nursing/Intermediate Care,107
Yolo,2013,Acute Care,14602
Yolo,2013,Chemical Dependency Recovery Care,13
Yolo,2013,Physical Rehabilitation Care,103
Yolo,2013,Psychiatric Care,934
Yolo,2013,Skilled Nursing/Intermediate Care,45
Yolo,2014,Acute Care,14371
Yolo,2014,Chemical Dependency Recovery Care,11
Yolo,2014,Physical Rehabilitation Care,106
Yolo,2014,Psychiatric Care,1075
Yolo,2014,Skilled Nursing/Intermediate Care,21
Yolo,2015,Acute Care,15107
Yolo,2015,Chemical Dependency Recovery Care,9
Yolo,2015,Physical Rehabilitation Care,102
Yolo,2015,Psychiatric Care,1029
Yolo,2015,Skilled Nursing/Intermediate Care,20
Yolo,2016,Acute Care,15418
Yolo,2016,Chemical Dependency Recovery Care,6
Yolo,2016,Physical Rehabilitation Care,109
Yolo,2016,Psychiatric Care,1184
Yolo,2016,Skilled Nursing/Intermediate Care,12
Yolo,2017,Acute Care,15351
Yolo,2017,Chemical Dependency Recovery Care,7
Yolo,2017,Physical Rehabilitation Care,101
Yolo,2017,Psychiatric Care,1163
Yolo,2017,Skilled Nursing/Intermediate Care,8
Yolo,2018,Acute Care,14744
Yolo,2018,Chemical Dependency Recovery Care,6
Yolo,2018,Physical Rehabilitation Care,98
Yolo,2018,Psychiatric Care,1096
Yolo,2018,Skilled Nursing/Intermediate Care,6
Yolo,2019,Acute Care,14759
Yolo,2019,Chemical Dependency Recovery Care,1
Yolo,2019,Physical Rehabilitation Care,103
Yolo,2019,Psychiatric Care,1005
Yolo,2019,Skilled Nursing/Intermediate Care,6
Yolo,2020,Acute Care,13330
Yolo,2020,Chemical Dependency Recovery Care,6
Yolo,2020,Physical Rehabilitation Care,90
Yolo,2020,Psychiatric Care,884
Yolo,2020,Skilled Nursing/Intermediate Care,8
Yolo,2021,Acute Care,13718
Yolo,2021,Chemical Dependency Recovery Care,6
Yolo,2021,Physical Rehabilitation Care,97
Yolo,2021,Psychiatric Care,1002
Yolo,2021,Skilled Nursing/Intermediate Care,26
Yolo,2022,Acute Care,14014
Yolo,2022,Chemical Dependency Recovery Care,15
Yolo,2022,Physical Rehabilitation Care,100
Yolo,2022,Psychiatric Care,1092
Yolo,2022,Skilled Nursing/Intermediate Care,26
Yolo,2023,Acute Care,15016
Yolo,2023,Chemical Dependency Recovery Care,15
Yolo,2023,Physical Rehabilitation Care,126
Yolo,2023,Psychiatric Care,1204
Yolo,2023,Skilled Nursing/Intermediate Care,10
Yuba,2012,Acute Care,8673
Yuba,2012,Physical Rehabilitation Care,31
Yuba,2012,Psychiatric Care,263
Yuba,2012,Skilled Nursing/Intermediate Care,20
Yuba,2013,Acute Care,8526
Yuba,2013,Chemical Dependency Recovery Care,4
Yuba,2013,Physical Rehabilitation Care,22
Yuba,2013,Psychiatric Care,230
Yuba,2013,Skilled Nursing/Intermediate Care,6
Yuba,2014,Acute Care,8203
Yuba,2014,Chemical Dependency Recovery Care,5
Yuba,2014,Physical Rehabilitation Care,43
Yuba,2014,Psychiatric Care,213
Yuba,2014,Skilled Nursing/Intermediate Care,7
Yuba,2015,Acute Care,8192
Yuba,2015,Chemical Dependency Recovery Care,3
Yuba,2015,Physical Rehabilitation Care,40
Yuba,2015,Psychiatric Care,236
Yuba,2015,Skilled Nursing/Intermediate Care,21
Yuba,2016,Acute Care,8613
Yuba,2016,Chemical Dependency Recovery Care,2
Yuba,2016,Physical Rehabilitation Care,54
Yuba,2016,Psychiatric Care,290
Yuba,2016,Skilled Nursing/Intermediate Care,12
Yuba,2017,Acute Care,8677
Yuba,2017,Physical Rehabilitation Care,40
Yuba,2017,Psychiatric Care,449
Yuba,2017,Skilled Nursing/Intermediate Care,9
Yuba,2018,Acute Care,8835
Yuba,2018,Chemical Dependency Recovery Care,3
Yuba,2018,Physical Rehabilitation Care,50
Yuba,2018,Psychiatric Care,393
Yuba,2018,Skilled Nursing/Intermediate Care,24
Yuba,2019,Acute Care,8913
Yuba,2019,Chemical Dependency Recovery Care,2
Yuba,2019,Physical Rehabilitation Care,40
Yuba,2019,Psychiatric Care,395
Yuba,2019,Skilled Nursing/Intermediate Care,18
Yuba,2020,Acute Care,8122
Yuba,2020,Chemical Dependency Recovery Care,2
Yuba,2020,Physical Rehabilitation Care,46
Yuba,2020,Psychiatric Care,409
Yuba,2020,Skilled Nursing/Intermediate Care,43
Yuba,2021,Acute Care,8788
Yuba,2021,Physical Rehabilitation Care,51
Yuba,2021,Psychiatric Care,416
Yuba,2021,Skilled Nursing/Intermediate Care,30
Yuba,2022,Acute Care,8285
Yuba,2022,Chemical Dependency Recovery Care,4
Yuba,2022,Physical Rehabilitation Care,62
Yuba,2022,Psychiatric Care,405
Yuba,2022,Skilled Nursing/Intermediate Care,46
Yuba,2023,Acute Care,8454
Yuba,2023,Chemical Dependency Recovery Care,2
Yuba,2023,Physical Rehabilitation Care,63
Yuba,2023,Psychiatric Care,433
Yuba,2023,Skilled Nursing/Intermediate Care,55
